Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2013,9,Sant Andreu,59,el Bon Pastor,Male,10-14,255
2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,15-19,398
2014,3,Sants-Montjuïc,13,la Marina de Port,Male,80-84,442
2013,1,Ciutat Vella,3,la Barceloneta,Female,0-4,253
2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,0-4,442
2016,1,Ciutat Vella,3,la Barceloneta,Male,90-94,31
2014,8,Nou Barris,51,Verdun,Female,>=95,19
2016,3,Sants-Montjuïc,17,Sants - Badal,Female,75-79,476
2014,3,Sants-Montjuïc,18,Sants,Female,>=95,80
2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,>=95,20
