Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2013,7,Horta-Guinardó,36,la Font d'en Fargues,Female,40-44,370
2013,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,90-94,84
2015,7,Horta-Guinardó,40,Montbau,Male,15-19,98
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,60-64,426
2016,8,Nou Barris,52,la Prosperitat,Male,>=95,8
2015,10,Sant Martí,73,la Verneda i la Pau,Female,5-9,576
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,25-29,29
2014,7,Horta-Guinardó,33,el Baix Guinardó,Male,25-29,771
2016,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,90-94,8
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,85-89,160
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,0-4,691
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,15-19,25
2017,1,Ciutat Vella,3,la Barceloneta,Female,10-14,119
2017,9,Sant Andreu,60,Sant Andreu,Male,0-4,1320
2017,1,Ciutat Vella,1,el Raval,Male,85-89,139
2015,2,Eixample,10,Sant Antoni,Male,90-94,122
2014,9,Sant Andreu,59,el Bon Pastor,Male,15-19,275
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,35-39,1404
2016,6,Gràcia,31,la Vila de Gràcia,Male,0-4,942
2013,10,Sant Martí,65,el Clot,Male,60-64,818
2014,7,Horta-Guinardó,37,el Carmel,Male,70-74,729
2015,8,Nou Barris,47,Can Peguera,Male,65-69,44
2015,8,Nou Barris,56,Vallbona,Male,90-94,1
2016,4,Les Corts,21,Pedralbes,Female,10-14,286
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,85-89,299
2016,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,15-19,142
2015,8,Nou Barris,56,Vallbona,Male,>=95,3
2014,8,Nou Barris,46,el Turó de la Peira,Female,50-54,430
2016,3,Sants-Montjuïc,17,Sants - Badal,Female,10-14,253
2016,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,80-84,236
2014,7,Horta-Guinardó,33,el Baix Guinardó,Female,25-29,857
2015,7,Horta-Guinardó,40,Montbau,Female,45-49,198
2013,3,Sants-Montjuïc,16,la Bordeta,Female,20-24,451
2013,9,Sant Andreu,62,el Congrés i els Indians,Female,>=95,35
