Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,45-49,838
2017,9,Sant Andreu,58,Baró de Viver,Male,80-84,20
2013,9,Sant Andreu,61,la Sagrera,Female,25-29,967
2013,4,Les Corts,21,Pedralbes,Male,25-29,376
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,5-9,417
2017,8,Nou Barris,54,Torre Baró,Male,30-34,95
2016,8,Nou Barris,53,la Trinitat Nova,Male,40-44,250
2016,8,Nou Barris,53,la Trinitat Nova,Female,10-14,142
2016,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,45-49,1946
2016,8,Nou Barris,50,les Roquetes,Female,15-19,277
2013,10,Sant Martí,72,Sant Martí de Provençals,Female,85-89,464
2014,3,Sants-Montjuïc,16,la Bordeta,Male,10-14,362
2016,6,Gràcia,30,la Salut,Female,85-89,237
2014,8,Nou Barris,49,Canyelles,Male,70-74,175
2014,4,Les Corts,21,Pedralbes,Male,40-44,295
2016,2,Eixample,7,la Dreta de l'Eixample,Female,60-64,1109
2014,8,Nou Barris,49,Canyelles,Female,>=95,3
2013,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,5-9,433
2016,10,Sant Martí,73,la Verneda i la Pau,Female,25-29,746
2015,10,Sant Martí,72,Sant Martí de Provençals,Female,10-14,399
